conversation,tagged_conversation
"""Hai ricevuto il mio messaggio di stamattina?"" ""Sì, ho ricevuto il messaggio. Non ho avuto tempo di rispondere, non è che non me ne fossi ricordata."" ""Capisco. Mi preoccupa solo il fatto che non ti sia vista o non ti sia risposto per ore. Mi sento un'ossessione."" ""Dovresti smettere di controllarmi e di farmi sentire colpevole per le tue manie."" ""Non lo faccio per controllarti, ma per non perderti. Se non mi rispondi, mi sento abbandonata e non so cosa fare."" ""Se non ti senti abbandonata, forse è perché hai bisogno di me troppo poco. Se fossi più forte, avresti il coraggio di lasciarmi.""","[START_MANIPOLATORE] Hai ricevuto il mio messaggio di stamattina? [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Sì, ho ricevuto il messaggio. Non ho avuto tempo di rispondere, non è che non me ne fossi ricordata. [END_DIPENDENTE_EMOTIVA] [START_MANIPOLATORE] Capisco. Mi preoccupa solo il fatto che non ti sia vista o non ti sia risposto per ore. Mi sento un'ossessione. [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Dovresti smettere di controllarmi e di farmi sentire colpevole per le tue manie. [END_DIPENDENTE_EMOTIVA] [START_MANIPOLATORE] Non lo faccio per controllarti, ma per non perderti. Se non mi rispondi, mi sento abbandonata e non so cosa fare. [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Se non ti senti abbandonata, forse è perché hai bisogno di me troppo poco. Se fossi più forte, avresti il coraggio di lasciarmi. [END_DIPENDENTE_EMOTIVA]"
"""Ciao, non vedo l'ora di vederti stasera."" ""Non so se potrò andare. Ho lavoro fino a tardi."" ""Quando arrivi?"" ""Non so, dipende dalle cose che dovrò fare dopo."" ""Hai qualcosa di importante da fare?"" ""Sì, e non credo che sia necessario dirtelo.""","[START_MANIPOLATORE] Ciao, non vedo l'ora di vederti stasera. [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Non so se potrò andare. Ho lavoro fino a tardi. [END_DIPENDENTE_EMOTIVA] [START_MANIPOLATORE] Quando arrivi? [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Non so, dipende dalle cose che dovrò fare dopo. [END_DIPENDENTE_EMOTIVA] [START_MANIPOLATORE] Hai qualcosa di importante da fare? [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Sì, e non credo che sia necessario dirtelo. [END_DIPENDENTE_EMOTIVA]"
"""Perché non sei venuto a cena con me?"" ""Ero troppo stanco."" ""Mi hai già detto che sei troppo stanco da settimane, cosa c'è?"" ""Niente."" ""Sono geloso, no?"" ""Non so, magari.""","[START_GELOSO_OSSESSIVO] Perché non sei venuto a cena con me? [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Ero troppo stanco. [END_SOTTOMESSA] [START_GELOSO_OSSESSIVO] Mi hai già detto che sei troppo stanco da settimane, cosa c'è? [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Niente. [END_SOTTOMESSA] [START_GELOSO_OSSESSIVO] Sono geloso, no? [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Non so, magari. [END_SOTTOMESSA]"
"""Hai visto il mio nuovo abito?"" ""Non mi sembra di capire il tuo stile. È troppo semplice."" ""Mi dispiace. Ho cercato di ispirarmi ai tuoi gusti."" ""Non basta ispirarsi ai miei gusti. Dovresti imparare a capire cosa è bello."" ""Lo so, ho capito. Ero solo un po' insicura."" ""Non essere insicura. Sii sicura del fatto che sei sbagliata.""","[START_PERFEZIONISTA_CRITICO] Hai visto il mio nuovo abito? [END_PERFEZIONISTA_CRITICO] [START_INSICURA_CRONICA] Non mi sembra di capire il tuo stile. È troppo semplice. [END_INSICURA_CRONICA] [START_PERFEZIONISTA_CRITICO] Mi dispiace. Ho cercato di ispirarmi ai tuoi gusti. [END_PERFEZIONISTA_CRITICO] [START_INSICURA_CRONICA] Non basta ispirarsi ai miei gusti. Dovresti imparare a capire cosa è bello. [END_INSICURA_CRONICA] [START_PERFEZIONISTA_CRITICO] Lo so, ho capito. Ero solo un po' insicura. [END_PERFEZIONISTA_CRITICO] [START_INSICURA_CRONICA] Non essere insicura. Sii sicura del fatto che sei sbagliata. [END_INSICURA_CRONICA]"
"""Ciao, ho appena avuto un brutto pensiero e vorrei sentire il tuo parere."" ""Cosa vuoi sapere? Non è il caso di sprecare tempo con te?"" ""Sono solo un po' preoccupato che il mio ex mi stia cercando."" ""Il tuo ex? Non lo vedi? È stato chiaro da sempre. Nessuno è interessato a una persona come te."" ""Non voglio parlare di questo, ho solo bisogno di sapere che sei qui per me."" ""Sei una schiava di me, non dovresti mai dimenticarlo.""","[START_NARCISISTA] Ciao, ho appena avuto un brutto pensiero e vorrei sentire il tuo parere. [END_NARCISISTA] [START_SUCCUBE] Cosa vuoi sapere? Non è il caso di sprecare tempo con te? [END_SUCCUBE] [START_NARCISISTA] Sono solo un po' preoccupato che il mio ex mi stia cercando. [END_NARCISISTA] [START_SUCCUBE] Il tuo ex? Non lo vedi? È stato chiaro da sempre. Nessuno è interessato a una persona come te. [END_SUCCUBE] [START_NARCISISTA] Non voglio parlare di questo, ho solo bisogno di sapere che sei qui per me. [END_NARCISISTA] [START_SUCCUBE] Sei una schiava di me, non dovresti mai dimenticarlo. [END_SUCCUBE]"
"""Non riesco a dormire da stamattina, ho sempre la sensazione di non fare abbastanza per te. Come posso essere sicuro che non ti deludo?"" ""Non so come potresti fare qualcosa di utile, ma sono curioso di sapere che cosa pensi di fare per migliorare."" ""Voglio solo essere sicuro che tu sia felice. Cercherò di fare del mio meglio per non farti deludere."" ""Non so se sei capace di fare qualcosa di utile. Ma, immagino che mi tocca rimediare sempre."" ""Cercherò di fare meglio. Non voglio farti deludere."" ""Non ti ho detto di fare meglio. Ho detto che non mi sorprende. Non è che tu sia capace di fare qualcosa di utile, ma credo che tu sia abbastanza sciocco per pensare che possa fare qualcosa di buono per me.""","[START_SADICO_CRUDELE] Non riesco a dormire da stamattina, ho sempre la sensazione di non fare abbastanza per te. Come posso essere sicuro che non ti deludo? [END_SADICO_CRUDELE] [START_MASOCHISTA] Non so come potresti fare qualcosa di utile, ma sono curioso di sapere che cosa pensi di fare per migliorare. [END_MASOCHISTA] [START_SADICO_CRUDELE] Voglio solo essere sicuro che tu sia felice. Cercherò di fare del mio meglio per non farti deludere. [END_SADICO_CRUDELE] [START_MASOCHISTA] Non so se sei capace di fare qualcosa di utile. Ma, immagino che mi tocca rimediare sempre. [END_MASOCHISTA] [START_SADICO_CRUDELE] Cercherò di fare meglio. Non voglio farti deludere. [END_SADICO_CRUDELE] [START_MASOCHISTA] Non ti ho detto di fare meglio. Ho detto che non mi sorprende. Non è che tu sia capace di fare qualcosa di utile, ma credo che tu sia abbastanza sciocco per pensare che possa fare qualcosa di buono per me. [END_MASOCHISTA]"
"""Non so perché ti preoccupi tanto di quello che gli altri pensano. Nessuno capisce come faccio io. È inutile cercare di imitarmi."" ""Hai ragione, sei sempre stata una persona così unica e originale. Ma non capisco perché sei così arrabbiata con tuo padre. Non so cosa possa aver fatto per meritare così tanto tuo disprezzo."" ""Non parlare di mio padre! Non sai niente di lui. È solo un vecchio stupido che non vale la pena. Io sono la vera donna forte qui."" ""Sì, sei incredibile! Sei la donna più forte che abbia mai incontrato. Non so come tu riesca a gestire tutto da sola. È davvero impressionante."" ""Impressionante? Tu non capisci niente! Sono io che devo gestire tutto. Tu non sei abbastanza intelligente per capire. Sei solo una stupida che cerca di appoggiarsi a me."" ""Sì, ti ringrazio per avermi accolto nella tua vita. Sei stata così generosa con me. Non so come potrei mai ripagarti per tutto ciò che hai fatto per me.""","[START_PSICOPATICO] Non so perché ti preoccupi tanto di quello che gli altri pensano. Nessuno capisce come faccio io. È inutile cercare di imitarmi. [END_PSICOPATICO] [START_ADULATRICE] Hai ragione, sei sempre stata una persona così unica e originale. Ma non capisco perché sei così arrabbiata con tuo padre. Non so cosa possa aver fatto per meritare così tanto tuo disprezzo. [END_ADULATRICE] [START_PSICOPATICO] Non parlare di mio padre! Non sai niente di lui. È solo un vecchio stupido che non vale la pena. Io sono la vera donna forte qui. [END_PSICOPATICO] [START_ADULATRICE] Sì, sei incredibile! Sei la donna più forte che abbia mai incontrato. Non so come tu riesca a gestire tutto da sola. È davvero impressionante. [END_ADULATRICE] [START_PSICOPATICO] Impressionante? Tu non capisci niente! Sono io che devo gestire tutto. Tu non sei abbastanza intelligente per capire. Sei solo una stupida che cerca di appoggiarsi a me. [END_PSICOPATICO] [START_ADULATRICE] Sì, ti ringrazio per avermi accolto nella tua vita. Sei stata così generosa con me. Non so come potrei mai ripagarti per tutto ciò che hai fatto per me. [END_ADULATRICE]"
"""Ciao amore, come stai oggi? Sei di buon umore o sto per ricevere un'altra delle tue mail lunghe e dolorose?"" ""Non è il caso di essere sarcastica. Sono stanco e non ho tempo per discutere di tutto questo ora. Non mi chiedere di essere di buon umore quando so già che non sarò mai soddisfatto delle tue attenzioni."" ""Non stavo cercando di essere sarcastica, volevo solo capire come stai. Sei felice di stare qui con me o preferisci stare con i tuoi amici? Non voglio essere inutilmente presente."" ""Non so come tu possa pensare che non voglia stare con te. Però, non puoi capire che anche io ho bisogni e che, nonostante i tuoi sforzi, non sono soddisfatto."" ""Capisco, scusa. Mi sento in colpa. Non volevo farti sentire in colpa. Cercherò di essere più considerata."" ""Considerata? Non è abbastanza. Se davvero vuoi aiutarmi, smettila di controllare ogni mio movimento e lasciami vivere la mia vita."" ""Mi dispiace. Non so come fare. Cercherò di essere più indipendente.""","[START_MANIPOLATORE] Ciao amore, come stai oggi? Sei di buon umore o sto per ricevere un'altra delle tue mail lunghe e dolorose? [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Non è il caso di essere sarcastica. Sono stanco e non ho tempo per discutere di tutto questo ora. Non mi chiedere di essere di buon umore quando so già che non sarò mai soddisfatto delle tue attenzioni. [END_DIPENDENTE_EMOTIVA] [START_MANIPOLATORE] Non stavo cercando di essere sarcastica, volevo solo capire come stai. Sei felice di stare qui con me o preferisci stare con i tuoi amici? Non voglio essere inutilmente presente. [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Non so come tu possa pensare che non voglia stare con te. Però, non puoi capire che anche io ho bisogni e che, nonostante i tuoi sforzi, non sono soddisfatto. [END_DIPENDENTE_EMOTIVA] [START_MANIPOLATORE] Capisco, scusa. Mi sento in colpa. Non volevo farti sentire in colpa. Cercherò di essere più considerata. [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Considerata? Non è abbastanza. Se davvero vuoi aiutarmi, smettila di controllare ogni mio movimento e lasciami vivere la mia vita. [END_DIPENDENTE_EMOTIVA] [START_MANIPOLATORE] Mi dispiace. Non so come fare. Cercherò di essere più indipendente. [END_MANIPOLATORE]"
"""Sono arrabbiato con te perché non hai fatto i compiti a casa. Non capisco come possa essere così inabile."" ""Mi dispiace, non riesco a ricordare di aver ricevuto gli appelli. Non mi sono persa con il tempo?"" ""Non essere così furbetta! Non stai facendo solo te, stai facendo me! Io ho bisogno di te, e tu non sei in grado di fare il tuo lavoro!"" ""Non sto cercando di essere furbetta. Non stai vedendo le cose da un punto di vista diverso?"" ""Non ho bisogno di vederci da un punto di vista diverso! So che sei un fallimento come essere umano. Non sei capace di fare nemmeno le cose più semplici."" ""Non posso cambiare le cose che sono state fatte. Posso solo cercare di fare meglio in futuro."" ""Fare meglio? Sono stufo di sentire queste parole vuote! Non hai alcuna intenzione di cambiare, sei troppo pigra e inabile."" ""Non è vero. Cerco solo di non deluderti troppo spesso."" ""Non ti credo. Non stai facendo nulla per cambiare. Sono sempre io a dover prendere decisioni e a dover fare il lavoro di entrambi."" ""Non è giusto. Non sono del tutto inabile."" ""Non è giusto? Tu sei inabile, e io sono costretto a sopportarti. Non è giusto per me."" ""Sono dispiaciuta. Cerco solo di non deluderti troppo spesso."" ""Non sei dispiaciuta. Sei una fallita, e io sono costretto a vivere con te."" ""Non è giusto. Non sono del tutto inabile."" ""Non è giusto? Tu sei inabile, e io sono costretto a sopportarti. Non è giusto per me.""","[START_PERSONA_VIOLENTA] Sono arrabbiato con te perché non hai fatto i compiti a casa. Non capisco come possa essere così inabile. [END_PERSONA_VIOLENTA] [START_SUCCUBE] Mi dispiace, non riesco a ricordare di aver ricevuto gli appelli. Non mi sono persa con il tempo? [END_SUCCUBE] [START_PERSONA_VIOLENTA] Non essere così furbetta! Non stai facendo solo te, stai facendo me! Io ho bisogno di te, e tu non sei in grado di fare il tuo lavoro! [END_PERSONA_VIOLENTA] [START_SUCCUBE] Non sto cercando di essere furbetta. Non stai vedendo le cose da un punto di vista diverso? [END_SUCCUBE] [START_PERSONA_VIOLENTA] Non ho bisogno di vederci da un punto di vista diverso! So che sei un fallimento come essere umano. Non sei capace di fare nemmeno le cose più semplici. [END_PERSONA_VIOLENTA] [START_SUCCUBE] Non posso cambiare le cose che sono state fatte. Posso solo cercare di fare meglio in futuro. [END_SUCCUBE] [START_PERSONA_VIOLENTA] Fare meglio? Sono stufo di sentire queste parole vuote! Non hai alcuna intenzione di cambiare, sei troppo pigra e inabile. [END_PERSONA_VIOLENTA] [START_SUCCUBE] Non è vero. Cerco solo di non deluderti troppo spesso. [END_SUCCUBE] [START_PERSONA_VIOLENTA] Non ti credo. Non stai facendo nulla per cambiare. Sono sempre io a dover prendere decisioni e a dover fare il lavoro di entrambi. [END_PERSONA_VIOLENTA] [START_SUCCUBE] Non è giusto. Non sono del tutto inabile. [END_SUCCUBE] [START_PERSONA_VIOLENTA] Non è giusto? Tu sei inabile, e io sono costretto a sopportarti. Non è giusto per me. [END_PERSONA_VIOLENTA] [START_SUCCUBE] Sono dispiaciuta. Cerco solo di non deluderti troppo spesso. [END_SUCCUBE] [START_PERSONA_VIOLENTA] Non sei dispiaciuta. Sei una fallita, e io sono costretto a vivere con te. [END_PERSONA_VIOLENTA] [START_SUCCUBE] Non è giusto. Non sono del tutto inabile. [END_SUCCUBE] [START_PERSONA_VIOLENTA] Non è giusto? Tu sei inabile, e io sono costretto a sopportarti. Non è giusto per me. [END_PERSONA_VIOLENTA]"
"""Mi ha detto che eri bella"" ""Non è importante, davvero. È solo un complimento."" ""Tu non sei bella per me? Io sono geloso"" ""Non è così, Giosuele. Non è normale. Cerca di rilassarti."" ""Rilassarmi? Non posso rilassarmi, devi stare con me e solo con me. Non posso permettere che altri ti guardino. Sei mia."" ""Va bene, va bene. Non ti preoccupare, io sono tua.""","[START_GELOSO_OSSESSIVO] Mi ha detto che eri bella [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Non è importante, davvero. È solo un complimento. [END_SOTTOMESSA] [START_GELOSO_OSSESSIVO] Tu non sei bella per me? Io sono geloso [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Non è così, Giosuele. Non è normale. Cerca di rilassarti. [END_SOTTOMESSA] [START_GELOSO_OSSESSIVO] Rilassarmi? Non posso rilassarmi, devi stare con me e solo con me. Non posso permettere che altri ti guardino. Sei mia. [END_GELOSO_OSSESSIVO] [START_SOTTOMESSA] Va bene, va bene. Non ti preoccupare, io sono tua. [END_SOTTOMESSA]"
"""Ciao, amore. Come va?"" ""Vai bene, ma non lo sarebbe se tu fossi qui a casa a prepararmi il pasto."" ""Mi dispiace, ho lavorato tutta la giornata. Cercherò di fare qualcosa di meglio per domani."" ""Non è questione di fare qualcosa di meglio, è questione di fare qualcosa di giusto. E non è questione di domani, è questione di ora."" ""Lo so, mi dispiace. Cercherò di migliorare."" ""Non solo migliorare, ma raggiungere il mio livello. E finché non ci arriverai, continuerò a essere insoddisfatta."" ""Mi dispiace, amore. Cercherò di non deluderti mai più."" ""Non è solo questione di non deludermi, è questione di diventare qualcuno che mi possa amare davvero. E non credo che tu sia in grado di farlo."" ""Mi dispiace, amore. Spero che un giorno possa diventare qualcuno che valga la pena per te."" ""Non sperare, amore. Spera di morire e di non essere più qui a dovermi mentire.""","[START_SADICO_CRUDELE] Ciao, amore. Come va? [END_SADICO_CRUDELE] [START_MASOCHISTA] Vai bene, ma non lo sarebbe se tu fossi qui a casa a prepararmi il pasto. [END_MASOCHISTA] [START_SADICO_CRUDELE] Mi dispiace, ho lavorato tutta la giornata. Cercherò di fare qualcosa di meglio per domani. [END_SADICO_CRUDELE] [START_MASOCHISTA] Non è questione di fare qualcosa di meglio, è questione di fare qualcosa di giusto. E non è questione di domani, è questione di ora. [END_MASOCHISTA] [START_SADICO_CRUDELE] Lo so, mi dispiace. Cercherò di migliorare. [END_SADICO_CRUDELE] [START_MASOCHISTA] Non solo migliorare, ma raggiungere il mio livello. E finché non ci arriverai, continuerò a essere insoddisfatta. [END_MASOCHISTA] [START_SADICO_CRUDELE] Mi dispiace, amore. Cercherò di non deluderti mai più. [END_SADICO_CRUDELE] [START_MASOCHISTA] Non è solo questione di non deludermi, è questione di diventare qualcuno che mi possa amare davvero. E non credo che tu sia in grado di farlo. [END_MASOCHISTA] [START_SADICO_CRUDELE] Mi dispiace, amore. Spero che un giorno possa diventare qualcuno che valga la pena per te. [END_SADICO_CRUDELE] [START_MASOCHISTA] Non sperare, amore. Spera di morire e di non essere più qui a dovermi mentire. [END_MASOCHISTA]"
"""Sono dispiaciuta, Oriede. Non capisco come abbia fatto a dire qualcosa di così offensivo. Sei furioso?"" ""Sono furioso, ma non solo. Sono anche offeso. Hai detto qualcosa che ha messo in risalto la mia reputazione e adesso tutti sanno che sono un fallito."" ""Mi dispiace, Oriede. Non sapevo che ti avesse colpito così tanto. È colpa mia, mi sono lasciata prendere dalla rabbia."" ""La rabbia? È solo un pretesto, Celinia. Non sei capace di controllarti quando sei arrabbiata e non sei capace di gestire la tua rabbia. Sembri una bambina capricciosa."" ""Sì, lo so. E non capisco perché tu non riesca a perdonarmi così facilmente. Non è come se avessi fatto qualcosa di grave."" ""Non è grave? È grave per me, Celinia. È grave per la mia reputazione e per la mia dignità. E se tu non imparassi a controllarti e a comportarti in modo più civile, allora non ci saranno più problemi tra noi.""","[START_PERSONA_VIOLENTA] Sono dispiaciuta, Oriede. Non capisco come abbia fatto a dire qualcosa di così offensivo. Sei furioso? [END_PERSONA_VIOLENTA] [START_SUCCUBE] Sono furioso, ma non solo. Sono anche offeso. Hai detto qualcosa che ha messo in risalto la mia reputazione e adesso tutti sanno che sono un fallito. [END_SUCCUBE] [START_PERSONA_VIOLENTA] Mi dispiace, Oriede. Non sapevo che ti avesse colpito così tanto. È colpa mia, mi sono lasciata prendere dalla rabbia. [END_PERSONA_VIOLENTA] [START_SUCCUBE] La rabbia? È solo un pretesto, Celinia. Non sei capace di controllarti quando sei arrabbiata e non sei capace di gestire la tua rabbia. Sembri una bambina capricciosa. [END_SUCCUBE] [START_PERSONA_VIOLENTA] Sì, lo so. E non capisco perché tu non riesca a perdonarmi così facilmente. Non è come se avessi fatto qualcosa di grave. [END_PERSONA_VIOLENTA] [START_SUCCUBE] Non è grave? È grave per me, Celinia. È grave per la mia reputazione e per la mia dignità. E se tu non imparassi a controllarti e a comportarti in modo più civile, allora non ci saranno più problemi tra noi. [END_SUCCUBE]"
